time_since_launch,orbital_altitude,battery_voltage,solar_panel_temperature,attitude_control_error,data_transmission_rate,thermal_control_status,satellite_health
1365,1659.5966627519076,26.609758431379852,-0.09002374553572645,4.4800230423666,92.11077484769673,0.0,0
888,1153.6754182982108,22.50338556662117,-21.642078131797387,1.331562505277052,69.81229960062414,1.0,0
3364,1669.958099067905,23.07466775822515,14.395875152673234,4.436827985282854,45.26321259575127,0.0,1
262,526.6555877823778,29.555144009509362,-24.82330129915821,2.4782520506039334,40.61151064986906,1.2,1
506,381.0613452245976,25.149756149486777,3.045380391962009,2.332426679126368,89.43210779466578,1.0,0
3648,324.9001163632274,25.539657579866883,,2.862830877578258,39.676486949540106,1.0,0
115,732.1021143196177,29.97932083307443,-19.70726917123137,4.969478560140349,95.3253909891355,1.2,1
488,1774.2015025672988,26.99457188619486,-42.61180991076407,0.5855013480239261,70.64606867281502,1.2,1
2204,808.7223127422727,25.948904563897614,6.664057869712215,1.774534536135987,89.24221662436733,0.0,1
945,883.1263100510142,29.74015021547134,-42.36242083785123,3.478491006761452,76.7589330498685,0.0,1
1361,913.4732233662338,24.027618813607695,-3.114064126338162,4.533639906177007,79.77720944537131,1.0,0
2725,1083.941022,31.63340539264093,,1.8331663330922428,81.61121927619762,0.0,1
3010,526.0975980268865,19.8160840289544,35.41792229782171,2.423868238679896,77.71393302938034,0.0,0
238,1654.316449484943,,30.79483328597902,1.614617612735798,84.79145090297469,0.0,0
642,1168.368308201831,23.16757709942076,-29.416077136716527,1.3428208476300139,51.669769274777465,0.0,1
3585,1790.3631628831022,32.13947788824443,26.23572767016013,1.5473294887199383,106.11654130679707,0.0,1
2919,519.6804602,25.03226557762678,-30.415988984046805,3.7327071025096257,68.96449660667129,1.0,0
3322,470.6819437385219,28.361087621577187,-26.844122172212312,1.5343478801073833,64.96964854681163,0.0,1
2048,1596.3078642184091,22.69437245406307,-18.51263034635525,2.8445938346022626,62.57702447818833,1.0,0
3306,1968.863660092983,28.953061230995303,38.20834342825694,0.7581140804375488,323.2353317807369,1.0,0
446,928.8777620196196,,-22.456350001028753,4.877018092094524,55.71489082606779,0.0,1
680,585.963124,21.523359158027226,25.2696358879258,2.824533147878613,77.34542297751118,1.0,0
512,474.2996369872624,23.91829050630436,22.52192125029094,1.3126895282742772,111.60671650497876,1.2,1
64,1834.6587838564024,29.021407616658518,28.811754272589308,3.7864268927395024,80.54191044968871,0.0,0
1698,1611.830395063594,26.821227841148712,-6.646560231497967,3.691498720335039,82.30083412861413,1.0,0
3069,740.2347285424579,26.03491437718979,9.490582892822438,4.948394793094232,89.54051186624753,1.2,1
1801,501.7432365220669,27.34375981626423,-37.261604871617045,3.9783524481457535,84.9758706540534,1.2,1
174,888.9672224832027,29.57429623382795,-1.7599241341985663,1.798444178589144,48.806950978301806,0.0,1
272,397.61991498381656,25.16165446801505,8.61683489366452,1.033632987120046,82.80168503414684,1.2,1
1262,666.5366009,,-19.530973397360704,3.3331073323523825,28.016638831039057,1.0,0
1478,783.8206499179577,23.14731896779196,13.331339464222788,2.353495757296516,87.46367122715962,0.0,1
3386,515.1556320614905,24.444541038766676,34.1207627170013,5.561040066186823,64.67887732293315,1.2,1
187,1658.704760145879,17.92765224438057,33.682722983619776,4.668500219986812,75.71766633895261,0.0,0
382,313.8486219301998,27.837471970443453,25.532686370917475,4.225847412994713,99.1348431088913,1.0,0
2179,1903.0493220326248,25.583590476194942,24.10739081353956,2.115190179482096,68.04393153245734,0.0,1
1976,1999.7437156268804,24.538128097190004,16.171776161765564,3.2764261955879457,108.88582766841971,1.2,1
1352,1253.9569493423255,23.891263740841815,-21.23604863207809,4.328638164882307,24.840154650385497,1.2,1
2472,1059.5087185960288,28.63381190925395,-53.99466111804982,3.0491028017923125,62.825919283375285,0.0,1
2672,631.9646665201733,26.249129156518983,-2.4790909819908435,3.3927306918105895,96.94713477834227,1.2,1
1348,802.5851640253815,26.992181289071727,14.347744195157587,2.037566151578583,103.15225776197686,1.2,1
2497,1655.7795913830062,21.631945996541106,-8.89082241826908,3.0447702345628733,62.711641863242164,1.2,1
2842,1264.6534536394902,27.23809036995713,-6.783984384456703,0.37948146156349816,61.74783791411184,0.0,0
2292,1643.282857718886,21.582959760125817,23.480749808142143,2.016113264605494,37.67439663112537,1.0,0
2449,1176.0188195904404,27.23250367805405,-10.765453682954039,1.2643524400684776,59.212272173097844,0.0,0
1211,1144.4305043669028,25.797485924218904,-35.25920514325624,3.363292003653237,18.51165491293318,1.0,0
2327,1505.3025692548454,23.549848461328185,-21.149517012457103,2.0247839077137946,88.25976933805423,1.0,0
1537,1085.0096228736743,25.781120839245197,-6.354534370752697,1.1324523097071224,30.804150457424846,1.0,0
3373,1975.765993,29.907025318272943,11.369256149152157,4.152121628266718,33.03757582987413,1.2,1
1604,956.8258331325718,23.808270449106807,39.303471303998,4.9066402908632405,75.3088923102336,0.0,1
2532,1942.7414362420693,25.853434258766335,21.235126815734652,5.13099419157215,95.39404634998246,0.0,1
1573,1075.071521343009,27.605655815414284,-38.18337366407546,4.18655039362128,14.79252442795439,0.0,0
2339,1671.7288914634712,19.94252444540095,-17.603947241560775,1.5297435228450509,74.21301542620641,1.0,0
3545,334.83647969255657,27.476719168647048,-2.467722277847428,1.7294040856836217,38.33147623429966,0.0,0
2180,440.1365624322843,26.606076982637624,31.468963701461163,1.0895125048890408,40.41582267618922,0.0,0
1357,764.1396979786076,23.337570924995415,,1.2198739743510978,100.83056317281891,0.0,1
2489,733.0728025,31.143802627264588,-35.25077644958985,2.784076487650659,86.57435400363416,0.0,1
3430,937.6689890411948,28.731110460704556,32.86983064656477,0.55197882338448,58.29588199453252,1.0,0
1794,597.0046064829355,24.125983246119997,-54.40651899783746,2.300247744568017,81.57204528157935,0.0,1
1252,511.53815350948383,27.721505474927667,-4.833783296671364,3.13507442468455,58.72683953072003,1.0,0
953,662.4466833615296,25.465834865271482,-42.65310778791727,0.8293164138804081,87.5623710566708,0.0,0
3054,1452.058619900087,30.194379949843388,-20.19573107837371,0.9701149794065644,31.7157619124664,0.0,1
2734,494.20313560537295,30.353185097057555,-26.911782850005853,1.968120957671353,87.89366882744415,0.0,1
750,885.3236566439308,24.025408954764902,25.243967232591224,2.0657694832272506,77.5098570151402,1.0,0
2280,1886.627646592176,26.31888013159713,-17.885410745758804,0.22438631403748446,17.027747104068467,1.0,0
3508,932.8754165768436,32.25683664336555,-7.546294538079411,2.844756290392056,35.069551678578286,1.2,1
1931,697.8089881726287,30.65947535210639,44.14985364266691,3.724328678561246,30.02919798031088,1.0,0
2294,496.5402099271051,22.228961008512393,-49.67540951099782,3.331114494738504,74.21542910305104,0.0,0
1903,1955.5922039741877,27.774951833672024,8.783363800922707,2.093522853852946,34.12518272026408,0.0,1
76,876.5223863239946,24.74376216697749,-41.088177996612615,4.27323908752887,20.719207253559006,0.0,0
1105,435.3476272566442,26.360401707521582,-35.06190256169276,5.056500374964872,63.04844064174417,1.0,0
140,1947.7090328127288,22.48687360827841,-31.418020691144214,2.967012333366303,58.09489378963045,1.0,0
1387,950.2235829904104,17.99752810053323,-15.488133852766934,3.056763712695192,222.04226877436065,0.0,0
2873,499.84054476324457,19.78165643743347,-24.886031836508597,0.5117219911879775,19.4814202174611,0.0,0
1490,1223.3011188353396,28.937932026971378,-1.5589350581415085,2.835737460846,67.89778764147258,1.2,1
1435,769.0781065151069,30.687293923247964,-50.85345519781407,1.088467894760674,34.2558252420226,1.2,1
3627,1488.1063446990154,30.370874822107965,-6.4413316323845615,1.2281303668210586,85.80785934738277,1.0,0
919,1636.371099233041,31.124877110727507,-27.437875753811266,1.793730339752152,26.586177719930053,0.0,1
13,818.2248877356539,22.406501904082717,-27.937219426752364,-0.19361717974391504,90.62712073690133,1.0,0
3067,1338.244025395854,27.097573420259604,-24.51715428915878,1.7152637285207712,74.3069983546194,1.0,0
865,963.719654529616,32.46462305413073,30.609652737591926,1.9379034612883927,67.57875358852188,0.0,0
1687,1034.3819314878494,20.886123200395343,-23.715783732298288,4.867391666643871,75.80052684685361,0.0,0
981,1690.390284409753,32.80799898342528,-6.296597946354518,0.26726704640454,87.11011783039383,0.0,1
1622,1951.5778065670363,,-49.320055694685614,2.565499449424643,35.14364841456675,0.0,1
1915,955.2158695407936,31.635964138256423,38.79612695580666,3.8187198393980033,46.15536352189701,0.0,1
2156,1578.6088250226665,28.24137794176149,-37.714649772423456,0.8382481436419965,61.79873381945415,1.2,1
1847,988.673616,25.659558656328162,34.13568189257627,3.5612426220227036,41.25948112019526,1.2,1
3478,1079.2409665357231,21.06860802208875,8.531183428689516,4.124775036665751,67.78766037889943,0.0,0
1816,303.53007992013806,27.132057031334682,-49.707173802544865,4.676710408113931,77.51638787467402,1.2,1
2046,933.2966697647512,23.214146208446326,13.864239793469684,1.025645660705257,70.3671639122525,1.2,1
1774,863.8183351009297,25.475959336953125,-5.323571329032086,2.4741063602822373,14.06153811672699,0.0,0
1657,1645.677663868085,29.96435767073433,21.50536948778683,0.9140655609065684,110.52583363790225,1.2,1
541,1506.8385778253337,28.092680458329777,-31.014954516798287,3.580858463090569,44.33358257262305,0.0,0
2778,326.71819113278923,28.36970463015277,-7.631772189366098,4.495683322416253,40.401454272534444,0.0,1
62,800.8256659987753,30.901408840770706,24.583439121841792,2.6306509212940012,15.288732359823182,0.0,0
3233,1971.1339967298093,22.542898507901466,24.22510404686519,4.086401688206038,40.602406988601096,0.0,0
1126,477.8842717769635,23.028477355974225,39.976286919716266,2.3235261157365583,6.621793290110759,1.0,0
1648,523.4010508539563,28.5755945407027,1.3993978590823337,4.849148216640691,82.76588228032426,0.0,1
3506,342.47293987914406,20.9489307747709,44.25542270852699,1.7657521782079593,88.26883350538083,1.0,0
1806,738.0155005722311,22.136271041779757,2.3752078950577187,3.26672379741131,61.594344470887435,0.0,0
3158,918.9068821,23.827541537781457,-36.04364442583169,4.5252454687412085,23.272414308539833,1.2,1
3461,1230.4519633771265,29.264197098895355,-1.7519242833609652,3.536438173611533,47.01061422556998,0.0,0
1826,1206.9134090406976,28.391699723106647,-40.252013331754924,0.6643221928814229,63.682017226828215,1.0,0
1012,821.7828240680954,22.698143644609747,-33.70599774810008,1.4868273892809343,77.18439009132219,1.2,1
954,404.2845866225756,28.648479512307894,-11.80273794824615,1.1818123961894522,30.30454752395592,1.0,0
2588,1948.246687879415,20.22098673289975,-42.319115699132254,2.8647600309283843,48.58631508543291,0.0,0
3273,1722.1390649883433,29.424536350631165,-12.36392562642901,2.1637750177060853,52.78139504418922,1.2,1
649,1040.7484066336228,23.85802594979812,28.299467330412067,2.7844473308883537,43.08111888148663,1.2,1
2421,1324.1498867644527,25.287790996685402,34.423041752322625,1.0888473150480729,30.939127490658976,0.0,1
2978,1615.4612725673576,25.89578628467468,27.05717463745104,5.445066371583026,70.04013643886455,0.0,1
3354,628.7505211480025,25.775533736201307,24.324768071988675,1.0431903049574625,51.29436702109582,1.2,1
2825,872.6449947901403,27.965789065925737,38.70179715424801,5.563827215797529,75.22447188771905,1.2,1
2443,906.2351518864564,,19.365266187722813,3.133674803405551,66.26685516427284,0.0,0
1049,986.1640219588252,20.813808333980628,42.57775293821017,1.4751780510054209,96.64469453274725,0.0,0
364,1698.2802633971924,28.81138160491314,-26.399569281191994,3.5124445174925447,28.937664746847755,1.0,0
1173,326.5326423139435,20.420963545249293,-36.851572348302604,2.2989448457140043,99.73156948815996,0.0,0
2424,1808.8212431349036,29.29039155539376,-51.59799481226143,0.5860255080188947,41.113636401925476,1.0,0
2042,1151.5957759748208,26.971853890893037,-53.087203614580424,3.4269353517797554,82.11252027524493,1.2,1
1876,586.6262244,26.478422410545253,13.9288423285345,4.1203726795119815,47.068437461953394,0.0,0
1971,675.7597435543844,24.119833235830015,-3.792859102657293,0.7788059714481446,81.06564258852197,1.2,1
1303,1871.9265700957128,30.788959038798495,25.119474597459952,5.409564876509423,76.55848523712382,1.2,1
1028,401.8753019917733,27.79219514953295,0.4068056909415583,2.405167095231748,47.17791835053418,1.2,1
1380,1015.8213769291776,25.413306277610197,-9.51033261958824,2.55441735882738,27.102502865418924,0.0,1
1716,530.2796453457017,23.014408805267333,-3.275082069966345,3.705578692147723,37.42322449378283,0.0,1
2580,473.5273721023665,24.084581877078232,-22.121977248656542,1.4830910327961244,96.53439812300219,1.0,0
2615,1044.4822985405303,23.601438858838744,-34.906024200272746,3.312671194740543,96.3613533238561,1.2,1
1384,894.9957888579511,30.37977011559009,-2.5484003850112336,1.8923499588411732,47.148982201491904,1.2,1
680,805.8294942836615,23.974882167428042,-16.121035309711957,3.432182227591869,102.86367247720239,0.0,0
3280,399.4520958868809,29.713759762052433,21.345215642212537,4.19315496696302,89.10249668620615,1.0,0
355,354.5065837215685,28.52543946858965,-31.525062751555602,4.737462111293935,32.27818072101974,1.2,1
3638,1189.3211919405817,26.31261757942444,15.212348622489019,4.475660745504359,27.360758633327407,0.0,1
3349,1648.850705332625,19.30332587178351,-51.31703929003751,1.023996348947583,58.390375321159844,1.0,0
2946,1935.1702863915973,46.91841043000382,-49.70688018751131,0.10972325438855168,37.243974462102216,1.0,0
3145,1552.5686814256983,28.54950325205682,13.880221750828463,3.486875079488853,74.87564270684288,1.0,0
3140,1991.069987316188,22.799983686825918,-22.789583189706804,5.464574124432478,51.58376493722442,0.0,1
946,1107.025916117962,25.79573253760788,-22.04475406926357,4.370100385809434,97.84756745836975,1.2,1
1296,611.8201939465253,28.470409924944732,-20.233141824130346,3.8345937701682375,64.44309702897425,1.2,1
1116,1138.930813355193,20.683938584852715,-15.525677308182779,2.692997173892828,28.234973702166524,0.0,0
2246,1797.7069441850033,26.059912753919527,20.95806578491454,1.5316082853715947,94.29513723925379,1.0,0
225,591.1939429350443,30.934621056747673,22.502261173128854,1.3827536230472006,39.139504488645514,1.2,1
3269,1683.8932829304158,30.248492012861814,-34.18811866141478,0.47882943395441396,41.66933154092285,0.0,0
162,1101.217482986064,30.805024969537715,12.155168998553641,5.581404308405985,37.305958503088014,1.2,1
2007,730.1717498938235,24.72706802266987,-29.14622908182444,1.1668750896455689,91.61607058926492,1.0,0
529,1478.7492310452542,31.006922378369964,14.472611657854294,4.969852735932878,37.34645050188921,1.0,0
1549,1669.698147218046,27.609050648507,40.42336234756688,3.5332563144688764,104.85850977102052,0.0,1
2294,1910.1876258997916,25.696364376309784,-33.691349570938016,0.9952877589359397,39.0791446827866,0.0,0
2828,1383.3756772092488,27.323298600990856,9.372657097126773,1.1937771986773615,46.00484860444614,0.0,0
57,730.8712795796199,24.77471665592435,9.353667372522091,4.818531436643327,71.96040178011421,1.0,0
574,1843.1763604101045,28.374896742805415,20.84648260472281,3.780210060089426,63.59853956494264,1.2,1
201,1553.272680071218,31.514514276423434,9.208732904695228,5.27831165278848,34.68400862750691,0.0,1
3157,1417.4420027656631,,0.8353030721071782,4.556046370463303,24.91387647374581,1.2,1
2775,1600.7603734425295,20.312884176705673,-7.359151481427805,3.38874227355445,39.33212924844823,1.0,0
601,1646.475804783234,29.5016052106034,32.04366855768753,4.079983294991221,85.56215131850594,0.0,1
2453,1421.5981887702424,26.658508767144593,10.266126187468195,3.204344973851332,37.94837822844668,1.0,0
300,1693.180461807121,21.719744258637323,-14.029033412325596,0.9520772107591867,55.36731256588969,0.0,1
3110,1729.0261587144262,27.245126313349527,-46.4799990486268,2.5512992933449534,47.009957802708016,1.0,0
1579,1578.0103390610627,23.392973759048438,10.624664289339457,0.9753351989483718,76.57320763102481,1.2,1
2422,1094.8245444794018,28.74831789391969,14.616180875354937,2.643379208076998,83.54638218842885,0.0,1
3402,1911.3227297398996,22.051500149746342,10.953324817344404,4.553448453247129,99.35503247267908,1.0,0
2665,418.1866184304323,26.26597593745169,-37.117200781582326,1.7633994980159509,76.00264955186547,1.0,0
1534,1032.3895643381138,,-59.722280884458954,4.736071927650351,105.5447290119643,0.0,1
1187,1849.1002062610785,27.21360706114313,-24.73861477501626,1.6983167461931137,85.20355421613787,1.2,1
519,809.3075144948666,25.61065197105059,41.52849602847254,4.197315025093285,23.271437475261898,0.0,1
1234,1673.886020220919,29.340106918172975,-39.46538505900931,0.5345703082957003,69.6371201995052,0.0,1
2756,960.8999085987472,27.02724410830939,-21.224501322455893,3.94944060612446,33.438145739965,1.0,0
515,1232.678318830792,30.358651184676532,-24.137980214234283,0.8350497252268616,113.98573745024866,1.2,1
21,421.2490820017844,23.233229946694106,6.517537155136315,2.7503746144127375,40.29754817099482,0.0,1
403,1633.6595239035694,18.64573861755376,-13.930692554641661,4.848326366335124,78.22934706521873,1.0,0
1565,1648.631838879833,21.500708031093367,11.141698602997629,3.8477400444608074,19.67848576282873,0.0,0
684,1043.946568855195,26.907351013875097,-28.645502802969705,2.8427853538813146,43.85092386848795,1.2,1
2547,711.3330806466431,28.184919876192104,-29.78445875427578,4.772477234850024,45.651451181342495,0.0,1
2889,1535.3397977389614,26.84345902987515,-15.05045880419241,4.572487980144574,70.2282079818736,1.0,0
2075,457.27825601126057,21.135247050079624,28.104811327701853,5.412588538448032,73.87034111717227,0.0,1
3195,979.9356117926942,20.82147160332361,30.261080496488457,0.848478349247475,43.12697357854072,1.0,0
1146,909.0920881605998,26.433589269966053,-2.974851954254822,1.2545851015461356,41.67561227410785,1.0,0
2768,715.7187530733088,22.725146582438782,-0.7147288123401941,5.071564103853292,47.73483800229206,0.0,1
1180,1363.3127027219243,51.15685811684425,41.929983850215145,0.5315574080617934,60.33839093970562,0.0,1
2868,1936.915778102664,22.240932653776614,-39.60691964546635,5.355150394006681,38.80508726884273,1.0,0
628,607.0823865,26.696226279054247,13.876907950909866,2.1859960654900177,50.085905063119895,0.0,0
1877,1696.0403456949227,,23.347150660292524,4.029256366961342,24.842602388387647,0.0,0
2444,730.7449780098686,30.47215969003409,21.41771545552842,2.509327186362351,83.7957296388419,1.2,1
1908,474.0810471369282,25.573585380073148,-36.38013786902489,0.9195614946037198,80.02217398566083,0.0,1
1307,894.2948328334666,22.434428476922147,44.478122307745345,2.7468024636343316,30.766831522494442,1.2,1
2564,1808.8561793015613,20.48064814414183,44.22186423204101,3.0304604575049208,22.773156967140018,1.0,0
1828,330.1135460359613,27.397754132768302,-16.944966457585604,4.317301301979804,24.728221213532905,0.0,0
175,424.1880205781229,19.197694668197737,33.68465940203997,4.941854635223234,98.83627386773878,1.0,0
520,1683.1467341672228,28.140361771602436,11.474693012529416,2.1238369699071264,20.30696666810315,1.0,0
2709,570.5704427895107,32.981594197019795,-35.05526599998928,3.3204613735012187,89.23299955706567,0.0,1
1490,1933.5370620192311,51.87898467135169,-6.794586592364378,0.8343675825907054,65.7728986756938,1.2,1
3261,763.5509890706185,26.670768976640453,-44.10867756089915,1.4021147588189837,68.351420888672,1.2,1
609,976.8634057941174,29.74342418702465,-2.2756013386629768,4.3336099248353905,69.4037047646429,1.0,0
793,1326.6647542257865,,-11.066367046356676,3.729187874732848,56.97637335039308,1.2,1
2822,564.0836142670288,,27.63087704344804,0.8860785722937354,88.41414379321711,1.0,0
753,1527.1692078215008,26.176641169756163,30.538417513067216,2.272137398296291,36.97731853887715,0.0,1
3628,1659.9858433444092,26.89644231773256,23.373060913744876,2.8739322884914342,78.97073422222414,0.0,1
34,793.0748479025772,20.494555823074062,29.35508367317991,2.108581398198016,18.129465326521697,1.0,0
1320,1165.6783151560326,22.007142671492502,-53.55407828848619,4.087527991309191,36.6187048051262,0.0,1
1715,629.1768231463634,,-46.41505810882156,3.330186334579324,39.09420326169538,1.0,0
3582,418.63583280079007,21.285749233575316,,2.162214807365932,94.29037021680112,1.0,0
2917,1976.9251284440008,,-16.532819022440414,1.0534555502243044,106.48389985625107,1.2,1
3072,893.0797082289937,29.733903841953612,25.327267186948973,2.8400696653745987,81.51055477137926,0.0,1
3141,1084.159906358862,25.344603970697715,-15.432270960954956,2.417522291795998,26.706303712454094,1.0,0
467,1104.0840092868596,24.80452239305991,-44.103087291923316,1.278095976508967,95.42374415744648,0.0,0
2562,740.6660674123771,,3.987945465028509,0.8941454191311194,104.44071442974027,1.2,1
2704,1507.049891047889,27.8547178935244,-48.55153286611212,4.291923934402857,25.50486668713187,0.0,1
2865,1567.4933749788586,25.177264844529,-44.79704831338661,4.587254636692418,75.66736743729156,0.0,1
264,1517.8026208859478,24.985654886581596,5.84223429405769,0.8530190246081817,95.76294844793318,1.2,1
3172,1696.8038675961232,21.869875171054186,45.64498400950398,3.975773161661255,89.69147344876171,0.0,0
826,1445.3963337197852,25.779845468093537,,3.4426342284883433,52.02778179739679,1.2,1
1922,1437.6122087385431,20.286961475325803,29.474015079415704,2.5038611962468025,7.39725049402314,1.0,0
3033,1927.433142425334,28.32914098027245,33.58492093459927,5.157268486862607,55.8915258535594,1.2,1
3390,1663.745115020956,20.14143689267895,9.449345336799883,2.523505243701405,20.71506227943894,0.0,0
1215,916.9959247,21.756892973175074,-2.757869673744124,3.60677376330103,47.934807543576355,1.2,1
3577,1148.484718782931,24.827109188720765,-36.084960554545695,1.3946618118549732,55.311999768462634,1.2,1
1555,1351.8698701779306,23.985213518122535,-31.02663580321004,1.784545030003318,94.20725703269787,0.0,0
1605,1548.0543154170564,22.179654220324835,-39.71299011939885,4.295740324844321,53.875515870646645,1.0,0
3461,1230.4519633771265,29.264197098895355,-1.7519242833609652,3.536438173611533,47.01061422556998,0.0,0
2387,954.4165026785302,24.048618849696297,-27.77555121025182,2.4271864504176754,87.05494109959645,0.0,1
2665,708.1184102822037,27.966885434019797,22.719088662966115,2.008845195602592,45.9643029083189,0.0,0
482,1153.8672698121586,24.475217893970466,30.908785330308376,1.6675725285357144,39.56107194028651,0.0,1
1556,1347.356945954989,27.756519198608256,4.782082362992055,1.1646721777664049,23.786885684139776,1.2,1
255,413.3599106171418,25.66569956736048,-40.93121579372471,-0.024285112715393922,39.5355871652092,0.0,0
982,1726.1094285138165,24.06710373114382,39.3408385149909,1.9568183662671836,62.24078831044103,0.0,0
2809,1590.7062654168917,19.440522278797157,30.016589440271865,2.0756382786430625,66.87326786173398,0.0,0
1936,1306.5093231833584,21.268515433666376,36.61911204013553,2.6467689892100705,56.318243709723305,1.0,0
1168,1761.8992141117956,25.419849770799154,-30.768417337870847,2.4319849720644675,108.32106308580204,1.2,1
3147,489.7836570460152,25.25560809858,31.57297655488036,4.945082538080233,41.67204200864744,0.0,1
1229,1945.8688825867775,27.297950409360162,-20.042801543727155,1.2456758925819704,26.15514176581571,1.0,0
1387,1308.0804309302666,24.052117021133178,-30.926359582597183,3.3576890740822654,48.64668905285301,1.0,0
2125,1810.869078583482,22.5028732278274,34.863322940254456,3.3798501906276033,64.32065266531917,0.0,1
870,706.3247089321037,23.811996095542977,-38.990327261151315,0.3720042524844388,69.02044237260439,1.2,1
1401,431.97420492465176,27.69603266019202,21.303568561543464,3.320697011450973,46.2557672070072,1.2,1
1062,378.5340214,20.57614835764668,32.22809100332219,1.7012254431244496,13.756126563946356,1.0,0
3411,1215.4650841239932,26.980797363958125,-26.70068069739297,0.4913472690303434,58.49834911920033,0.0,0
2610,400.8749923708628,22.8662982009251,45.374711314159555,1.1443452201904154,49.24021634044049,1.2,1
2226,939.0008512,19.939986678599436,1.5808595724766483,3.716554625612756,9.922808757368209,1.0,0
2017,394.2360812000975,23.483939784349303,-23.611570730460453,3.8091089127989646,96.7555414028145,1.2,1
1370,1010.2971498231032,30.030848202842343,-35.15290732085771,5.049864090329871,69.79568687614432,1.2,1
493,988.7680424287996,28.237708243394696,8.351498589005526,2.37049693178711,93.48557038570964,1.0,0
3037,404.6463519199988,29.44066277386667,,1.8155013488616576,96.87689328317853,1.2,1
1841,365.88679044211017,22.328945627756312,-16.568999923416378,5.156279501963982,105.82025917745551,0.0,1
1130,1686.8948895470437,20.732714272186396,4.560672133537823,3.152900285317668,37.47264748412104,0.0,0
2482,1669.2926811689974,27.034514650919224,32.89656109181703,0.9399426604631216,64.52834056710302,1.2,1
